Object;Property;Min;Max;Mean;Std_dev;P10;P20;P30;P40;P50;P60;P70;P80;P90
HorizC_Validation;StructuralLab_OrientationError (dega);0.5896742939949036;18.57033348083496;4.597551241933231;2.2144640061922303;2.196194791793823;2.751267719268799;3.200443077087402;3.6885827779769897;4.186832904815674;4.7293774604797365;5.382940244674683;6.25332579612732;7.561028337478637
HorizD_Validation;StructuralLab_OrientationError (dega);1.0264407396316528;74.0903091430664;13.176969248495498;8.30154308792718;4.373458433151245;6.3000171184539795;8.237089157104492;9.998237800598146;11.650835037231445;13.596528911590577;15.860333251953122;18.85181980133057;23.174454307556154
HorizZ_Forecast;StructuralLab_OrientationError (dega);1.0163360834121704;46.21880340576172;8.423524086686758;4.000172895459619;4.033372449874878;5.112709093093872;6.032453632354736;6.852461576461792;7.674023389816284;8.643836307525635;9.800640964508057;11.362678241729737;13.691600799560547
Dips;SurfE_MQ1_Exact_OrientationError (dega);-21.562665939331055;-7.046182155609131;-15.18745168685913;3.156432124709083;-18.93978500366211;-17.339683532714844;-16.34161376953125;-15.773069858551025;-14.932706832885742;-14.767420291900635;-14.371541976928711;-13.430145740509033;-10.19286823272705
HorizA_Validation;SurfE_MQ1_Exact_OrientationError (dega);-14.305769920349121;-0.4317271113395691;-2.8117561427682594;1.6353974253341068;-4.909863090515136;-3.815465521812439;-3.204070043563843;-2.7361381769180295;-2.397951126098633;-2.091130995750427;-1.8131896972656256;-1.5562570929527275;-1.2516924142837524
HorizB_Validation;SurfE_MQ1_Exact_OrientationError (dega);-61.477386474609375;-0.47849488258361816;-3.9493194633348763;5.147328118578094;-6.14331464767456;-4.549653196334838;-3.756137228012085;-3.2071353912353517;-2.8215956687927246;-2.48909969329834;-2.1839788436889647;-1.868929922580719;-1.4932126760482785
HorizC_Validation;SurfE_MQ1_Exact_OrientationError (dega);-88.07705688476562;89.35478210449219;-5.797520625462081;9.301372480686881;-9.538787078857421;-7.343767595291138;-6.21705436706543;-5.406770706176758;-4.709482431411743;-4.096606016159058;-3.5918095588684085;-3.021658635139465;-2.3667288303375247
HorizD_Validation;SurfE_MQ1_Exact_OrientationError (dega);-89.97941589355469;89.74996948242188;-8.152896859653918;27.9141140797201;-33.476339340209954;-21.21236934661865;-16.37823905944824;-13.281674289703366;-10.532637596130371;-8.00576400756836;-5.574779701232913;-2.158290719985961;25.462471389770524
HorizZ_Forecast;SurfE_MQ1_Exact_OrientationError (dega);-57.712711334228516;-1.1283986568450928;-14.359830051243138;8.171822395348311;-25.85571918487549;-20.23789291381836;-16.900206565856934;-14.42126007080078;-12.39208173751831;-10.71025037765503;-9.174638080596925;-7.580784606933593;-5.803499937057494
Dips;SurfE_MQ1_Exact_ALL_OrientationError (dega);-22.01085090637207;-7.766785144805908;-15.642161769866943;3.1308911520223943;-19.25395965576172;-17.564363479614258;-16.84905242919922;-16.377711296081543;-15.762802124023438;-15.178733348846436;-14.838969230651855;-13.839654922485352;-10.682584762573242
HorizA_Validation;SurfE_MQ1_Exact_ALL_OrientationError (dega);-14.335769653320312;-0.4310583770275116;-2.7473191446516947;1.5248306054465282;-4.742143726348877;-3.7192482471466066;-3.1258849620819094;-2.7151199102401735;-2.376214027404785;-2.076840877532959;-1.8156067848205566;-1.5530817985534662;-1.2590959548950194
HorizB_Validation;SurfE_MQ1_Exact_ALL_OrientationError (dega);-62.02266311645508;-0.5089609026908875;-4.0540955698582595;5.429017498246437;-6.260252952575684;-4.587947368621826;-3.7882130622863768;-3.255073070526123;-2.8612160682678223;-2.518894910812378;-2.206513595581055;-1.8884914755821227;-1.5084450006484986
HorizC_Validation;SurfE_MQ1_Exact_ALL_OrientationError (dega);-87.95001220703125;89.63676452636719;-6.087472307453457;10.436162970360474;-10.300007534027099;-7.663938331604005;-6.436611986160279;-5.552774572372436;-4.800957202911377;-4.193398189544678;-3.650839996337891;-3.0682623624801635;-2.3752392530441284
HorizD_Validation;SurfE_MQ1_Exact_ALL_OrientationError (dega);-89.88893127441406;89.82148742675781;-7.164204963327564;28.079973158845075;-32.85174713134765;-20.87799129486084;-15.943775177001953;-12.971644973754882;-10.155928611755371;-7.665004444122314;-5.018234539031983;10.521103572845462;27.328210639953628
HorizZ_Forecast;SurfE_MQ1_Exact_ALL_OrientationError (dega);-59.362186431884766;-1.2090423107147217;-14.966352041202345;8.601305198858958;-27.024756050109865;-21.144482421874997;-17.674499511718754;-15.10505657196045;-12.970212936401367;-11.042399978637697;-9.40623598098755;-7.774640750885009;-5.971933507919306
Dips;SurfE_MQ1_Smooth_OrientationError (dega);-7.190208911895752;-1.7227680683135986;-4.018405599594116;1.4458454791413353;-6.262163162231445;-5.485595226287842;-4.487642765045166;-4.016871809959412;-3.665165424346924;-3.383899211883545;-3.2001283168792725;-2.8908122777938843;-2.4030449390411377
HorizA_Validation;SurfE_MQ1_Smooth_OrientationError (dega);-19.507190704345703;-0.21509996056556702;-5.052504578872052;3.027131164015404;-9.130918312072753;-7.341628980636596;-6.138719749450684;-5.219957017898559;-4.454391002655029;-3.7612169265747077;-3.134138059616089;-2.462227272987366;-1.7090339660644531
